signature_row_index,compound_embedding_row_index,source,signature_id,compound_name,parsed_cell_line,parsed_time,parsed_dose,split,time_hours,dose_um,log10_dose_um,cold_drug_split
33452,7769,L1000,"L1000::1-(3,5-dimethyl-4-isoxazolyl)-3-[(2S,3R,6S)-2-(hydroxymethyl)-6-[2-(4-methyl-1-piperazinyl)-2-oxoethyl]-3-oxanyl]urea::HEPG2::::24H::4uM::DOSVAL003::C18::BRD-K69498175","1-(3,5-dimethyl-4-isoxazolyl)-3-[(2S,3R,6S)-2-(hydroxymethyl)-6-[2-(4-methyl-1-piperazinyl)-2-oxoethyl]-3-oxanyl]urea; BRD-K69498175",HEPG2,24H,4uM,test,24.0,4.0,0.6020599913279624,train
33453,8020,L1000,"L1000::2-[(3S,6aS,8S,10aS)-1-(1,3-benzodioxol-5-ylmethyl)-3-hydroxy-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-(4-phenylphenyl)acetamide::HEPG2::::24H::4uM::DOSVAL003::M21::BRD-K10211010","2-[(3S,6aS,8S,10aS)-1-(1,3-benzodioxol-5-ylmethyl)-3-hydroxy-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-(4-phenylphenyl)acetamide; BRD-K10211010",HEPG2,24H,4uM,val,24.0,4.0,0.6020599913279624,test
33454,132,L1000,L1000::tanespimycin::HEPG2::::24H::20uM::DOSVAL003::C22::BRD-A61304759,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",HEPG2,24H,20uM,val,24.0,20.0,1.3010299956639813,train
33455,7471,L1000,"L1000::(2S)-4-[(4S,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-5-[[methyl-[(4-phenylphenyl)methyl]amino]methyl]-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-8-yl]-3-butyn-2-ol::HEPG2::::24H::20uM::DOSVAL003::M04::BRD-K39841630","(2S)-4-[(4S,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-5-[[methyl-[(4-phenylphenyl)methyl]amino]methyl]-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-8-yl]-3-butyn-2-ol; BRD-K39841630",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33456,4161,L1000,"L1000::2,3-DCPE::HEPG2::::24H::20uM::DOSVAL003::N04::BRD-K61734568","2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33457,2000,L1000,L1000::alisertib::HEPG2::::24H::10uM::DOSVAL003::O02::BRD-K75295174,Alisertib; alisertib,HEPG2,24H,10uM,train,24.0,10.0,1.0,train
33458,4161,L1000,"L1000::2,3-DCPE::HEPG2::::24H::4uM::DOSVAL003::N06::BRD-K61734568","2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568",HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
33459,592,L1000,L1000::trichostatin-a::HEPG2::::24H::4uM::DOSVAL003::G18::BRD-A19037878,BRD-K68202742; Trichostatin A,HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,validation
33460,1278,L1000,L1000::sirolimus::HEPG2::::24H::20uM::DOSVAL003::C19::BRD-A79768653,Ascomycin; sirolimus,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,test
33461,5482,L1000,L1000::Ro-106-9920::HEPG2::::24H::20uM::DOSVAL003::N16::BRD-A53134341,Ro-106-9920; Ro106-9920,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33462,132,L1000,L1000::tanespimycin::HEPG2::::24H::4uM::DOSVAL003::C24::BRD-A61304759,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",HEPG2,24H,4uM,val,24.0,4.0,0.6020599913279624,train
33463,6637,L1000,"L1000::(2S,3S,4R)-1-ethylsulfonyl-3-[4-[2-(2-fluorophenyl)ethynyl]phenyl]-4-(hydroxymethyl)-2-azetidinecarbonitrile::HEPG2::::24H::20uM::DOSVAL003::P07::BRD-K80926963","(2S,3S,4R)-1-ethylsulfonyl-3-[4-[2-(2-fluorophenyl)ethynyl]phenyl]-4-(hydroxymethyl)-2-azetidinecarbonitrile; BRD-K80926963",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33464,8036,L1000,"L1000::N-[(2R,3S,6R)-2-(hydroxymethyl)-6-[2-oxo-2-[(4-phenoxyphenyl)methylamino]ethyl]-3-oxanyl]-1,3-benzodioxole-5-carboxamide::HEPG2::::24H::20uM::DOSVAL003::F04::BRD-K50218765","BRD-K50218765; N-[(2R,3S,6R)-2-(hydroxymethyl)-6-[2-oxo-2-[(4-phenoxyphenyl)methylamino]ethyl]-3-oxanyl]-1,3-benzodioxole-5-carboxamide",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,validation
33465,706,L1000,L1000::withaferin-a::HEPG2::::24H::4uM::DOSVAL003::O06::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
33466,7132,L1000,"L1000::2-[(2R,3R,6S)-2-(hydroxymethyl)-3-[(3-methoxyphenyl)carbamoylamino]-3,6-dihydro-2H-pyran-6-yl]-N-(4-phenylphenyl)acetamide::HEPG2::::24H::4uM::DOSVAL003::D21::BRD-K22428007","2-[(2R,3R,6S)-2-(hydroxymethyl)-3-[(3-methoxyphenyl)carbamoylamino]-3,6-dihydro-2H-pyran-6-yl]-N-(4-phenylphenyl)acetamide; BRD-K22428007",HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,test
33467,8036,L1000,"L1000::N-[(2R,3S,6R)-2-(hydroxymethyl)-6-[2-oxo-2-[(4-phenoxyphenyl)methylamino]ethyl]-3-oxanyl]-1,3-benzodioxole-5-carboxamide::HEPG2::::24H::4uM::DOSVAL003::F06::BRD-K50218765","BRD-K50218765; N-[(2R,3S,6R)-2-(hydroxymethyl)-6-[2-oxo-2-[(4-phenoxyphenyl)methylamino]ethyl]-3-oxanyl]-1,3-benzodioxole-5-carboxamide",HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,validation
33468,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::4uM::DOSVAL003::K09::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,4uM,val,24.0,4.0,0.6020599913279624,validation
33469,6567,L1000,"L1000::N-ethyl-N-[[(2S,3R,4R)-3-[4-(4-fluorophenyl)phenyl]-4-(hydroxymethyl)-2-azetidinyl]methyl]-2-methoxyacetamide::HEPG2::::24H::4uM::DOSVAL003::A12::BRD-K88114291","BRD-K88114291; N-ethyl-N-[[(2S,3R,4R)-3-[4-(4-fluorophenyl)phenyl]-4-(hydroxymethyl)-2-azetidinyl]methyl]-2-methoxyacetamide",HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
33471,7132,L1000,"L1000::2-[(2R,3R,6S)-2-(hydroxymethyl)-3-[(3-methoxyphenyl)carbamoylamino]-3,6-dihydro-2H-pyran-6-yl]-N-(4-phenylphenyl)acetamide::HEPG2::::24H::10uM::DOSVAL003::D20::BRD-K22428007","2-[(2R,3R,6S)-2-(hydroxymethyl)-3-[(3-methoxyphenyl)carbamoylamino]-3,6-dihydro-2H-pyran-6-yl]-N-(4-phenylphenyl)acetamide; BRD-K22428007",HEPG2,24H,10uM,train,24.0,10.0,1.0,test
33472,7782,L1000,"L1000::N-[(3R,9R,10R)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide::HEPG2::::24H::10uM::DOSVAL003::N11::BRD-K31999759","BRD-K31999759; N-[(3R,9R,10R)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide",HEPG2,24H,10uM,train,24.0,10.0,1.0,train
33474,706,L1000,L1000::withaferin-a::HEPG2::::24H::10uM::DOSVAL003::O05::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,10uM,train,24.0,10.0,1.0,train
33475,1278,L1000,L1000::sirolimus::HEPG2::::24H::4uM::DOSVAL003::C21::BRD-A79768653,Ascomycin; sirolimus,HEPG2,24H,4uM,val,24.0,4.0,0.6020599913279624,test
33476,8020,L1000,"L1000::2-[(3S,6aS,8S,10aS)-1-(1,3-benzodioxol-5-ylmethyl)-3-hydroxy-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-(4-phenylphenyl)acetamide::HEPG2::::24H::20uM::DOSVAL003::M19::BRD-K10211010","2-[(3S,6aS,8S,10aS)-1-(1,3-benzodioxol-5-ylmethyl)-3-hydroxy-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-(4-phenylphenyl)acetamide; BRD-K10211010",HEPG2,24H,20uM,test,24.0,20.0,1.3010299956639813,test
33477,7782,L1000,"L1000::N-[(3R,9R,10R)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide::HEPG2::::24H::20uM::DOSVAL003::N10::BRD-K31999759","BRD-K31999759; N-[(3R,9R,10R)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33478,4161,L1000,"L1000::2,3-DCPE::HEPG2::::24H::10uM::DOSVAL003::N05::BRD-K61734568","2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568",HEPG2,24H,10uM,train,24.0,10.0,1.0,train
33479,6362,L1000,"L1000::(2R,3R,4R)-1-[(3-fluorophenyl)-oxomethyl]-4-(hydroxymethyl)-3-[4-(3-methylbut-1-ynyl)phenyl]-2-azetidinecarbonitrile::HEPG2::::24H::10uM::DOSVAL003::E02::BRD-K99481965","(2R,3R,4R)-1-[(3-fluorophenyl)-oxomethyl]-4-(hydroxymethyl)-3-[4-(3-methylbut-1-ynyl)phenyl]-2-azetidinecarbonitrile; BRD-K99481965",HEPG2,24H,10uM,train,24.0,10.0,1.0,train
33481,6766,L1000,"L1000::(2R)-2-[(4R,5R)-8-[2-(2-fluorophenyl)ethynyl]-4-methyl-5-(methylaminomethyl)-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-2-yl]-1-propanol::HEPG2::::24H::20uM::DOSVAL003::B16::BRD-K33218708","(2R)-2-[(4R,5R)-8-[2-(2-fluorophenyl)ethynyl]-4-methyl-5-(methylaminomethyl)-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-2-yl]-1-propanol; BRD-K33218708",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33482,7881,L1000,"L1000::(2R,3S,4S)-3-[4-(2-cyclohexylethynyl)phenyl]-4-(hydroxymethyl)-2-azetidinecarbonitrile::HEPG2::::24H::20uM::DOSVAL003::O19::BRD-K74260000","(2R,3S,4S)-3-[4-(2-cyclohexylethynyl)phenyl]-4-(hydroxymethyl)-2-azetidinecarbonitrile; BRD-K74260000",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33483,592,L1000,L1000::trichostatin-a::HEPG2::::24H::10uM::DOSVAL003::G17::BRD-A19037878,BRD-K68202742; Trichostatin A,HEPG2,24H,10uM,train,24.0,10.0,1.0,validation
33484,7351,L1000,"L1000::(2S)-2-(dimethylamino)-N-[[(10R,11R)-13-[(2R)-1-hydroxypropan-2-yl]-11,16-dimethyl-14-oxo-9-oxa-13,16-diazatetracyclo[13.7.0.02,7.017,22]docosa-1(15),2,4,6,17,19,21-heptaen-10-yl]methyl]-N-methyl-3-phenylpropanamide::HEPG2::::24H::20uM::DOSVAL003::J22::BRD-K78822642","(2S)-2-(dimethylamino)-N-[[(10R,11R)-13-[(2R)-1-hydroxypropan-2-yl]-11,16-dimethyl-14-oxo-9-oxa-13,16-diazatetracyclo[13.7.0.02,7.017,22]docosa-1(15),2,4,6,17,19,21-heptaen-10-yl]methyl]-N-methyl-3-phenylpropanamide; BRD-K78822642",HEPG2,24H,20uM,test,24.0,20.0,1.3010299956639813,test
33485,24070,L1000,"L1000::1-[(4R,7S,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-5-[[4-(2-pyridinyl)phenyl]methyl]-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propan-2-ylurea::HEPG2::::24H::10uM::DOSVAL003::J05::BRD-K55233780","1-[(4R,7S,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-5-[[4-(2-pyridinyl)phenyl]methyl]-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propan-2-ylurea; BRD-K55233780",HEPG2,24H,10uM,train,24.0,10.0,1.0,train
33486,6461,L1000,"L1000::(2S,3S,4S)-4-(hydroxymethyl)-3-[4-[(E)-prop-1-enyl]phenyl]-1-(pyridine-3-carbonyl)azetidine-2-carbonitrile::HEPG2::::24H::20uM::DOSVAL003::O22::BRD-K37461197","(2S,3S,4S)-4-(hydroxymethyl)-3-[4-[(E)-prop-1-enyl]phenyl]-1-(pyridine-3-carbonyl)azetidine-2-carbonitrile; BRD-K37461197",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33487,8019,L1000,L1000::SA-1973507::HEPG2::::24H::20uM::DOSVAL003::P04::BRD-K35468722,"2-[(3S,6aS,8S,10aS)-3-hydroxy-1-[(4-phenoxyphenyl)methyl]-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-1-(3,4-dihydro-1H-isoquinolin-2-yl)ethanone; SA-1973507",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33488,7785,L1000,"L1000::N-[(3S,9R,10S)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide::HEPG2::::24H::20uM::DOSVAL003::N07::BRD-K15050703","BRD-K15050703; N-[(3S,9R,10S)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33489,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::20uM::DOSVAL003::K07::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,validation
33490,6567,L1000,"L1000::N-ethyl-N-[[(2S,3R,4R)-3-[4-(4-fluorophenyl)phenyl]-4-(hydroxymethyl)-2-azetidinyl]methyl]-2-methoxyacetamide::HEPG2::::24H::20uM::DOSVAL003::A10::BRD-K88114291","BRD-K88114291; N-ethyl-N-[[(2S,3R,4R)-3-[4-(4-fluorophenyl)phenyl]-4-(hydroxymethyl)-2-azetidinyl]methyl]-2-methoxyacetamide",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33491,24070,L1000,"L1000::1-[(4R,7S,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-5-[[4-(2-pyridinyl)phenyl]methyl]-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propan-2-ylurea::HEPG2::::24H::20uM::DOSVAL003::J04::BRD-K55233780","1-[(4R,7S,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-5-[[4-(2-pyridinyl)phenyl]methyl]-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propan-2-ylurea; BRD-K55233780",HEPG2,24H,20uM,val,24.0,20.0,1.3010299956639813,train
33492,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::10uM::DOSVAL003::K08::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,10uM,train,24.0,10.0,1.0,validation
33493,7112,L1000,"L1000::(4-fluorophenyl)-[(8R,9S,10R)-10-(hydroxymethyl)-9-[4-(3-methoxyphenyl)phenyl]-1,6-diazabicyclo[6.2.0]decan-6-yl]methanone::HEPG2::::24H::20uM::DOSVAL003::E13::BRD-K89824424","(4-fluorophenyl)-[(8R,9S,10R)-10-(hydroxymethyl)-9-[4-(3-methoxyphenyl)phenyl]-1,6-diazabicyclo[6.2.0]decan-6-yl]methanone; BRD-K89824424",HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
33494,7733,L1000,"L1000::2-[(3R,6aR,8R,10aR)-3-hydroxy-1-(2-methylphenyl)sulfonyl-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-[(2-chlorophenyl)methyl]acetamide::HEPG2::::24H::4uM::DOSVAL003::L24::BRD-K50131741","2-[(3R,6aR,8R,10aR)-3-hydroxy-1-(2-methylphenyl)sulfonyl-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-[(2-chlorophenyl)methyl]acetamide; BRD-K50131741",HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
33496,5028,L1000,L1000::PD-0325901::HUVEC.A::::24H::0.12uM::LJP008::O05::BRD-K49865102,PD-0325901,HUVEC.A,24H,0.12uM,train,24.0,0.12,-0.9208187539523752,train
33497,3007,L1000,L1000::JQ1-(+)::HUVEC.A::::24H::3.33uM::LJP008::E14::BRD-K54606188,BRD-K54606188; JQ1 compound,HUVEC.A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,test
33500,946,L1000,L1000::SB-939::HUVEC.A::::24H::3.33uM::LJP008::J08::BRD-K86797399,Pracinostat; SB-939,HUVEC.A,24H,3.33uM,val,24.0,3.33,0.5224442335063199,validation
33501,6440,L1000,L1000::C-646::HUVEC.A::::24H::10uM::LJP008::H19::BRD-K68548958,C-646; C646,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,train
33502,5028,L1000,L1000::PD-0325901::HUVEC.A::::24H::3.33uM::LJP008::O02::BRD-K49865102,PD-0325901,HUVEC.A,24H,3.33uM,val,24.0,3.33,0.5224442335063199,train
33503,3007,L1000,L1000::JQ1-(+)::HUVEC.A::::24H::0.12uM::LJP008::E17::BRD-K54606188,BRD-K54606188; JQ1 compound,HUVEC.A,24H,0.12uM,train,24.0,0.12,-0.9208187539523752,test
33504,3547,L1000,L1000::azacitidine::HUVEC.A::::24H::3.33uM::LJP008::G20::BRD-K03406345,5-Azacytidine; Azacitidine; Azacytidine,HUVEC.A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
33505,3482,L1000,L1000::entinostat::HUVEC.A::::24H::10uM::LJP008::H13::BRD-K77908580,Entinostat; entinostat,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,validation
33507,5028,L1000,L1000::PD-0325901::HUVEC.A::::24H::0.37uM::LJP008::O04::BRD-K49865102,PD-0325901,HUVEC.A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
33508,3650,L1000,L1000::CGK-733::HUVEC.A::::24H::3.33uM::LJP008::O14::BRD-A50737080,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,HUVEC.A,24H,3.33uM,val,24.0,3.33,0.5224442335063199,train
33510,946,L1000,L1000::SB-939::HUVEC.A::::24H::10uM::LJP008::J07::BRD-K86797399,Pracinostat; SB-939,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,validation
33511,3578,L1000,L1000::belinostat::HUVEC.A::::24H::10uM::LJP008::L19::BRD-K17743125,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,validation
33512,3007,L1000,L1000::JQ1-(+)::HUVEC.A::::24H::0.04uM::LJP008::E18::BRD-K54606188,BRD-K54606188; JQ1 compound,HUVEC.A,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,test
33514,3968,L1000,L1000::GSK-1059615::HUVEC.A::::24H::0.12uM::LJP008::K11::BRD-K02708799,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",HUVEC.A,24H,0.12uM,train,24.0,0.12,-0.9208187539523752,train
33515,3578,L1000,L1000::belinostat::HUVEC.A::::24H::1.11uM::LJP008::L21::BRD-K17743125,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,HUVEC.A,24H,1.11uM,train,24.0,1.11,0.045322978786657475,validation
33516,5410,L1000,L1000::CX-5461::HUVEC.A::::24H::10uM::LJP008::L01::BRD-K12787259,CX-5461; Cx-5461,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,train
33517,3578,L1000,L1000::belinostat::HUVEC.A::::24H::0.12uM::LJP008::L23::BRD-K17743125,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,HUVEC.A,24H,0.12uM,test,24.0,0.12,-0.9208187539523752,validation
33518,3413,L1000,L1000::tranylcypromine::HUVEC.A::::24H::3.33uM::LJP008::N08::BRD-K47029922,"(1R,2S)-Tranylcypromine; tranylcypromine",HUVEC.A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
33520,5028,L1000,L1000::PD-0325901::HUVEC.A::::24H::1.11uM::LJP008::O03::BRD-K49865102,PD-0325901,HUVEC.A,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
33521,3968,L1000,L1000::GSK-1059615::HUVEC.A::::24H::3.33uM::LJP008::K08::BRD-K02708799,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",HUVEC.A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
33523,2416,L1000,L1000::AZ-20::HUVEC.A::::24H::3.33uM::LJP008::O08::BRD-K42436189,(3R)-4-(2-(1H-indol-4-yl)-6-(1-methylsulfonylcyclopropyl)pyrimidin-4-yl)-3-methylmorpholine; AZ-20,HUVEC.A,24H,3.33uM,test,24.0,3.33,0.5224442335063199,train
33525,2385,L1000,L1000::GSK-461364::HUVEC.A::::24H::1.11uM::LJP008::B09::BRD-K92428232,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,HUVEC.A,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
33527,5028,L1000,L1000::PD-0325901::HUVEC.A::::24H::0.04uM::LJP008::O06::BRD-K49865102,PD-0325901,HUVEC.A,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
33528,3578,L1000,L1000::belinostat::HUVEC.A::::24H::0.37uM::LJP008::L22::BRD-K17743125,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,HUVEC.A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,validation
33531,5028,L1000,L1000::PD-0325901::HUVEC.A::::24H::10uM::LJP008::O01::BRD-K49865102,PD-0325901,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,train
33533,1383,L1000,L1000::GSK-1070916::HUVEC.A::::24H::3.33uM::LJP008::C02::BRD-K36740062,GSK-1070916; Gsk-1070916,HUVEC.A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
33534,1278,L1000,L1000::sirolimus::HUVEC.A::::24H::10uM::LJP008::B03::BRD-A79768653,Ascomycin; sirolimus,HUVEC.A,24H,10uM,val,24.0,10.0,1.0,test
33536,3547,L1000,L1000::azacitidine::HUVEC.A::::24H::1.11uM::LJP008::G21::BRD-K03406345,5-Azacytidine; Azacitidine; Azacytidine,HUVEC.A,24H,1.11uM,val,24.0,1.11,0.045322978786657475,train
33538,3007,L1000,L1000::JQ1-(+)::HUVEC.A::::24H::10uM::LJP008::E13::BRD-K54606188,BRD-K54606188; JQ1 compound,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,test
33539,946,L1000,L1000::SB-939::HUVEC.A::::24H::0.37uM::LJP008::J10::BRD-K86797399,Pracinostat; SB-939,HUVEC.A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,validation
33540,3968,L1000,L1000::GSK-1059615::HUVEC.A::::24H::0.04uM::LJP008::K12::BRD-K02708799,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",HUVEC.A,24H,0.04uM,val,24.0,0.04,-1.3979400086720375,train
33541,3578,L1000,L1000::belinostat::HUVEC.A::::24H::0.04uM::LJP008::L24::BRD-K17743125,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,HUVEC.A,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,validation
33545,946,L1000,L1000::SB-939::HUVEC.A::::24H::1.11uM::LJP008::J09::BRD-K86797399,Pracinostat; SB-939,HUVEC.A,24H,1.11uM,train,24.0,1.11,0.045322978786657475,validation
33547,2916,L1000,L1000::LY-2603618::HUVEC.A::::24H::10uM::LJP008::P13::BRD-K14109347,LY-2603618; Rabusertib,HUVEC.A,24H,10uM,val,24.0,10.0,1.0,train
33551,6503,L1000,L1000::anacardic-acid::HUVEC.A::::24H::0.12uM::LJP008::L11::BRD-K66989831,Anacardic Acid; anacardic-acid,HUVEC.A,24H,0.12uM,train,24.0,0.12,-0.9208187539523752,train
33552,2132,L1000,L1000::JW-55::HUVEC.A::::24H::10uM::LJP008::H07::BRD-K53328210,JW 55; JW-55,HUVEC.A,24H,10uM,train,24.0,10.0,1.0,train
33554,3578,L1000,L1000::belinostat::HUVEC.A::::24H::3.33uM::LJP008::L20::BRD-K17743125,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,HUVEC.A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,validation
