compound_embedding_row_index,compound_name,model_prediction_group,moa,moa_annotation
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",Least predictable,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-2 (FLK-1/KDR) Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",Least predictable,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-3 (FLT4) Inhibitors
5452,5-Fluoro-2'-deoxycytidine; fdcyd,Most predictable,DNA methyltransferase inhibitor,DNA methyltransferase inhibitor
1223,XMD-892; Xmd8-92,Most predictable,MAP kinase inhibitor,MAP kinase inhibitor
168,Ixabepilone; ixabepilone,Most predictable,Microtubule stabilizing agent; microtubule stabilizing agent,Microtubule stabilizing agent
168,Ixabepilone; ixabepilone,Most predictable,Microtubule stabilizing agent; microtubule stabilizing agent,microtubule stabilizing agent
1986,"5-Chloro-N2-(4-(4-(dimethylamino)-1-piperidinyl)-2-methoxyphenyl)-N4-(2-(dimethylphosphinyl)phenyl)-2,4-pyrimidinediamine; AP-26113",Least predictable,ALK tyrosine kinase receptor inhibitor,ALK tyrosine kinase receptor inhibitor
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",Least predictable,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Dihydrofolate Reductase (DHFR) Inhibitors
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",Least predictable,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Pharmacological Chaperones
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",Least predictable,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,dihydrofolate reductase inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",Least predictable,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Cytokine Production Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",Least predictable,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator","Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator"
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",Least predictable,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",NF-kappaB (NFKB) Activation Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",Least predictable,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Secretory Phospholipase A2 (sPLA2) Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",Least predictable,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",TP53 Expression Enhancers
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",Least predictable,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator
3650,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,Least predictable,"ATM kinase inhibitor | ATR kinase inhibitor; ATM kinase inhibitor, ATR kinase inhibitor",ATM kinase inhibitor | ATR kinase inhibitor
3650,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,Least predictable,"ATM kinase inhibitor | ATR kinase inhibitor; ATM kinase inhibitor, ATR kinase inhibitor","ATM kinase inhibitor, ATR kinase inhibitor"
4231,"3-(3,5-Ditert-butyl-4-hydroxyphenyl)-2-isocyano-2-propenenitrile; malonoben",Least predictable,Protein tyrosine kinase inhibitor,Protein tyrosine kinase inhibitor
2976,Metronidazole; metronidazole,Least predictable,DNA inhibitor,DNA inhibitor
2633,"4-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]benzonitrile; CHIR-99021",Least predictable,glycogen synthase kinase inhibitor,glycogen synthase kinase inhibitor
2495,Digoxin; digoxin,Most predictable,ATPase inhibitor,ATPase inhibitor
2157,"Anisomycin, (+)-; anisomycin",Least predictable,DNA synthesis inhibitor,DNA synthesis inhibitor
4177,Salmeterol; salmeterol,Least predictable,Adrenergic receptor agonist; adrenergic receptor agonist,Adrenergic receptor agonist
4177,Salmeterol; salmeterol,Least predictable,Adrenergic receptor agonist; adrenergic receptor agonist,adrenergic receptor agonist
2691,Dequalinium; dequalinium,Least predictable,PKC inhibitor,PKC inhibitor
2974,Flumatinib; flumatinib,Least predictable,Abl kinase inhibitor; Bcr-Abl kinase inhibitor,Abl kinase inhibitor
2974,Flumatinib; flumatinib,Least predictable,Abl kinase inhibitor; Bcr-Abl kinase inhibitor,Bcr-Abl kinase inhibitor
2067,Cabozantinib; cabozantinib,Least predictable,"RET tyrosine kinase inhibitor | VEGFR inhibitor; VEGFR inhibitor, RET tyrosine kinase inhibitor",RET tyrosine kinase inhibitor | VEGFR inhibitor
2067,Cabozantinib; cabozantinib,Least predictable,"RET tyrosine kinase inhibitor | VEGFR inhibitor; VEGFR inhibitor, RET tyrosine kinase inhibitor","VEGFR inhibitor, RET tyrosine kinase inhibitor"
2601,Apitolisib; GDC-0980,Most predictable,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor","MTOR inhibitor, PI3K inhibitor"
2601,Apitolisib; GDC-0980,Most predictable,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor | PI3K inhibitor
2857,2-Methyl-6-styryl-pyridine; SIB-1893,Least predictable,Glutamate receptor antagonist; glutamate receptor antagonist,Glutamate receptor antagonist
2857,2-Methyl-6-styryl-pyridine; SIB-1893,Least predictable,Glutamate receptor antagonist; glutamate receptor antagonist,glutamate receptor antagonist
148,Sdccgsbi-0050471.P002; forskolin,Most predictable,Adenylyl cyclase activator; adenylyl cyclase activator,Adenylyl cyclase activator
148,Sdccgsbi-0050471.P002; forskolin,Most predictable,Adenylyl cyclase activator; adenylyl cyclase activator,adenylyl cyclase activator
3967,Ro-3306,Least predictable,CDK inhibitor,CDK inhibitor
459,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide; Carfilzomib; carfilzomib,Most predictable,Proteasome inhibitor; proteasome inhibitor,Proteasome inhibitor
459,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide; Carfilzomib; carfilzomib,Most predictable,Proteasome inhibitor; proteasome inhibitor,proteasome inhibitor
284,"(6S,9R,11S,13S,17R)-17-acetyl-9-fluoro-11,17-dihydroxy-6,10,13-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one; BRD-A13133631",Most predictable,glucocorticoid receptor agonist,glucocorticoid receptor agonist
1924,Moxifloxacin; moxifloxacin,Most predictable,bacterial DNA gyrase inhibitor,bacterial DNA gyrase inhibitor
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,Least predictable,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Antimitotic Drugs
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,Least predictable,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora kinase inhibitor
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,Least predictable,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora-B (ARK2) Kinase Inhibitors
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,Least predictable,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora-C (ARK3) Kinase Inhibitors
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,Least predictable,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Inhibitors of Signal Transduction Pathways
1553,"N-[(1-methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine; SGI-1776",Least predictable,Pim kinase inhibitor,Pim kinase inhibitor
282,"S-[(7R,8R,9R,10R,13S,14R,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate; spironolactone",Most predictable,Mineralocorticoid receptor antagonist; mineralocorticoid receptor antagonist,Mineralocorticoid receptor antagonist
282,"S-[(7R,8R,9R,10R,13S,14R,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate; spironolactone",Most predictable,Mineralocorticoid receptor antagonist; mineralocorticoid receptor antagonist,mineralocorticoid receptor antagonist
3444,Buparlisib; buparlisib,Most predictable,PI3K inhibitor,PI3K inhibitor
2551,Ethylmercury thiosalicylate; thiomersal,Least predictable,other antibiotic,other antibiotic
4928,dactinomycin,Most predictable,RNA polymerase inhibitor,RNA polymerase inhibitor
4189,Chloroxine; chloroxine,Least predictable,opioid receptor antagonist,opioid receptor antagonist
2836,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541",Least predictable,IKK inhibitor,IKK inhibitor
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",Most predictable,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist","Estrogen receptor antagonist, Progesterone receptor agonist"
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",Most predictable,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",estrogen receptor antagonist | progesterone receptor agonist
3962,Kenpaullone; kenpaullone,Least predictable,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",CDK inhibitor | glycogen synthase kinase inhibitor
3962,Kenpaullone; kenpaullone,Least predictable,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor","GSK-3 inhibitor, CDK inhibitor"
2898,ALW-II-38-3; Awl-II-38.3,Least predictable,Ephrin inhibitor,Ephrin inhibitor
1098,"2,4-Bisanilinopyrimidine, 10; KIN-001-220",Least predictable,Aurora kinase inhibitor,Aurora kinase inhibitor
4184,An inositol; inositol,Least predictable,Insulin sensitizer; insulin sensitizer,Insulin sensitizer
4184,An inositol; inositol,Least predictable,Insulin sensitizer; insulin sensitizer,insulin sensitizer
5388,Aphidicolin; aphidicolin,Most predictable,RNA synthesis inhibitor,RNA synthesis inhibitor
294,"(6S,8S,10R,11S,13S,14S,17S)-17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one; medrysone",Most predictable,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
294,"(6S,8S,10R,11S,13S,14S,17S)-17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one; medrysone",Most predictable,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,glucocorticoid receptor agonist
3532,thioguanine,Least predictable,Purine antagonist; purine antagonist,Purine antagonist
3532,thioguanine,Least predictable,Purine antagonist; purine antagonist,purine antagonist
420,NCH-51; Ptach,Least predictable,HDAC inhibitor,HDAC inhibitor
3022,AT-7867,Least predictable,AKT inhibitor,AKT inhibitor
649,AM-580; Ro 40-6055,Least predictable,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
649,AM-580; Ro 40-6055,Least predictable,Retinoid receptor agonist; retinoid receptor agonist,retinoid receptor agonist
1383,GSK-1070916; Gsk-1070916,Least predictable,Aurora kinase inhibitor,Aurora kinase inhibitor
1725,7-hydroxystaurosporine; Ucn-01,Most predictable,"CDK inhibitor | CHK inhibitor | PKC inhibitor; CHK inhibitor, CDK inhibitor, PKC inhibitor",CDK inhibitor | CHK inhibitor | PKC inhibitor
1725,7-hydroxystaurosporine; Ucn-01,Most predictable,"CDK inhibitor | CHK inhibitor | PKC inhibitor; CHK inhibitor, CDK inhibitor, PKC inhibitor","CHK inhibitor, CDK inhibitor, PKC inhibitor"
2152,AR-A014418,Least predictable,GSK-3 inhibitor; glycogen synthase kinase inhibitor,GSK-3 inhibitor
2152,AR-A014418,Least predictable,GSK-3 inhibitor; glycogen synthase kinase inhibitor,glycogen synthase kinase inhibitor
4230,Maxacalcitol-D6; maxacalcitol,Most predictable,Vitamin D receptor agonist; vitamin D receptor agonist,Vitamin D receptor agonist
4230,Maxacalcitol-D6; maxacalcitol,Most predictable,Vitamin D receptor agonist; vitamin D receptor agonist,vitamin D receptor agonist
189,"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone; Ketoconazole",Least predictable,sterol demethylase inhibitor,sterol demethylase inhibitor
3347,"H-9; N'-(5-isoquinolinylmethyl)ethane-1,2-diamine",Least predictable,PKA inhibitor,PKA inhibitor
3220,Phenformin; phenformin,Least predictable,AMPK activator,AMPK activator
1310,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,Least predictable,CDK inhibitor; CDK inhibitors,CDK inhibitor
1310,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,Least predictable,CDK inhibitor; CDK inhibitors,CDK inhibitors
2761,RG-2833,Least predictable,HDAC inhibitor,HDAC inhibitor
593,Fenretinide; fenretinide,Least predictable,"Retinoid receptor agonist, Apoptosis stimulant; apoptosis stimulant | retinoid receptor agonist","Retinoid receptor agonist, Apoptosis stimulant"
593,Fenretinide; fenretinide,Least predictable,"Retinoid receptor agonist, Apoptosis stimulant; apoptosis stimulant | retinoid receptor agonist",apoptosis stimulant | retinoid receptor agonist
139,"Estra-4,9,11-trien-3-one, 17-hydroxy-17-(2-propenyl)-, (17b)-; altrenogest",Most predictable,Progestogen hormone; progestogen hormone,Progestogen hormone
139,"Estra-4,9,11-trien-3-one, 17-hydroxy-17-(2-propenyl)-, (17b)-; altrenogest",Most predictable,Progestogen hormone; progestogen hormone,progestogen hormone
221,"HDAC inhibitor, Compound 1; Merck60",Least predictable,HDAC inhibitor,HDAC inhibitor
112,4-(4-((4-((3-acrylamidophenyl)amino)-5-fluoropyrimidin-2-yl)amino)phenoxy)-N-methylpicolinamide; CNX-774,Least predictable,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,BTK inhibitor
112,4-(4-((4-((3-acrylamidophenyl)amino)-5-fluoropyrimidin-2-yl)amino)phenoxy)-N-methylpicolinamide; CNX-774,Least predictable,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,Bruton's tyrosine kinase (BTK) inhibitor
788,"methyl (1R,9R,10S,11R,12S,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate; vinorelbine",Most predictable,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
788,"methyl (1R,9R,10S,11R,12S,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate; vinorelbine",Most predictable,Tubulin inhibitor; tubulin polymerization inhibitor,tubulin polymerization inhibitor
2216,D-64131,Least predictable,Microtubule inhibitor; microtubule inhibitor,Microtubule inhibitor
2216,D-64131,Least predictable,Microtubule inhibitor; microtubule inhibitor,microtubule inhibitor
4457,Y-27632,Least predictable,Rho associated kinase inhibitor,Rho associated kinase inhibitor
1762,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate",Least predictable,"EGFR inhibitor | tyrosine kinase inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor",EGFR inhibitor | tyrosine kinase inhibitor
1762,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate",Least predictable,"EGFR inhibitor | tyrosine kinase inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor","EGFR inhibitor, Tyrosine kinase inhibitor"
99,Ibrutinib; ibrutinib,Least predictable,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,BTK inhibitor
99,Ibrutinib; ibrutinib,Least predictable,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,Bruton's tyrosine kinase (BTK) inhibitor
5117,serdemetan,Least predictable,MDM inhibitor,MDM inhibitor
2808,(2E)-3-(4-methylbenzenesulfonyl)prop-2-enenitrile; BAY-11-7082,Least predictable,NFkB pathway inhibitor,NFkB pathway inhibitor
652,Tamibarotene; tamibarotene,Least predictable,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
652,Tamibarotene; tamibarotene,Least predictable,Retinoid receptor agonist; retinoid receptor agonist,retinoid receptor agonist
5256,Tyrphostin 9; tyrphostin-A9,Least predictable,protein tyrosine kinase inhibitor | tyrosine kinase inhibitor,protein tyrosine kinase inhibitor | tyrosine kinase inhibitor
1810,"AG-957; Benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, methyl ester",Least predictable,Protein tyrosine kinase inhibitor,Protein tyrosine kinase inhibitor
5410,CX-5461; Cx-5461,Most predictable,RNA polymerase inhibitor,RNA polymerase inhibitor
354,"2-Propenethioamide, 3-(3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)-2-cyano-, (E)-; AG-879",Least predictable,tyrosine kinase inhibitor,tyrosine kinase inhibitor
3608,CAY-10618; N-(2-phenylphenyl)-8-(4-pyridin-3-yltriazol-1-yl)octanamide,Least predictable,NAMPT inhibitor,NAMPT inhibitor
4161,"2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568",Least predictable,BCL-XL downregulator,BCL-XL downregulator
5230,"N,N-Dimethyl-beta-alanine (3R,4aR,5S,6S,6aS,10S,10aR,10bS)-5-(acetyloxy)-3-ethenyldodecahydro-10,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-1H-naphtho(2,1-b)pyran-6-yl ester; colforsin-daproate",Most predictable,adenylyl cyclase activator,adenylyl cyclase activator
4067,oxypurinol,Least predictable,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,Xanthine oxidase inhibitor
4067,oxypurinol,Least predictable,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,xanthine oxidase inhibitor
251,Dexamethasone Acetate; dexamethasone,Most predictable,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
251,Dexamethasone Acetate; dexamethasone,Most predictable,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,glucocorticoid receptor agonist
5293,Suloctidil (USAN/INN); suloctidil,Least predictable,adrenergic receptor antagonist,adrenergic receptor antagonist
3368,2-Phenylethynesulfonamide; pifithrin-mu,Least predictable,HSP inhibitor,HSP inhibitor
1528,Chaetocin from Chaetomium minutum; chaetocin,Most predictable,Histone lysine methyltransferase inhibitor,Histone lysine methyltransferase inhibitor
3928,"2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone; NSC-95397",Least predictable,CDC inhibitor,CDC inhibitor
3667,BX-795; N-(3-((5-Iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide,Least predictable,IKK inhibitor,IKK inhibitor
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,Least predictable,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,Adrenergic receptor antagonist
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,Least predictable,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,beta1-Adrenoceptor Antagonists
5480,Oncrasin 1; oncrasin-1,Least predictable,apoptosis stimulant,apoptosis stimulant
419,Ciclesonide; ciclesonide,Most predictable,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
419,Ciclesonide; ciclesonide,Most predictable,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,glucocorticoid receptor agonist
5442,"(2R)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide; amikacin",Most predictable,bacterial 30S ribosomal subunit inhibitor,bacterial 30S ribosomal subunit inhibitor
3476,TWS-119; Tws119,Least predictable,GSK-3 inhibitor; glycogen synthase kinase inhibitor,GSK-3 inhibitor
3476,TWS-119; Tws119,Least predictable,GSK-3 inhibitor; glycogen synthase kinase inhibitor,glycogen synthase kinase inhibitor
2632,Ellipticine; ellipticine,Least predictable,Topoisomerase inhibitor,Topoisomerase inhibitor
5271,Rimantadine; rimantadine,Least predictable,antiviral | RNA synthesis inhibitor,antiviral | RNA synthesis inhibitor
2076,WHI-P154; Whi-P154,Least predictable,JAK inhibitor,JAK inhibitor
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,AP-1 Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Dardarin) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Inhibitors of Signal Transduction Pathways
